,Item_Identifier,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
780,NCR05,Low Fat,0.054630834,Health and Hygiene,200.2084,OUT046,1997,Tier 1,Supermarket Type1,1587.2672
781,NCT41,Low Fat,0.05610384,Health and Hygiene,153.5024,OUT045,2002,Tier 2,Supermarket Type1,2580.6408
782,FDG52,Low Fat,0.065618434,Frozen Foods,47.6402,OUT035,2004,Tier 2,Supermarket Type1,459.402
783,FDM52,Low Fat,0.026046138,Frozen Foods,147.2076,OUT045,2002,Tier 2,Supermarket Type1,1773.6912
784,FDG46,Regular,0.055084019,Snack Foods,114.7518,OUT010,1998,Tier 3,Grocery Store,455.4072
785,FDI32,Low Fat,0.173529036,Fruits and Vegetables,113.2834,OUT027,1985,Tier 3,Supermarket Type3,4376.9692
786,FDS32,Regular,0.029648306,Fruits and Vegetables,142.4838,OUT035,2004,Tier 2,Supermarket Type1,1264.3542
787,FDO08,Regular,0.05373063,Fruits and Vegetables,165.1526,OUT013,1987,Tier 3,Supermarket Type1,1480.0734
788,DRG15,Low Fat,0.076891526,Dairy,61.5536,OUT045,2002,Tier 2,Supermarket Type1,796.2968
789,FDF10,Regular,0.0,Snack Foods,147.2418,OUT018,2009,Tier 3,Supermarket Type2,1324.2762
790,FDU46,Regular,0.011117041,Snack Foods,85.854,OUT013,1987,Tier 3,Supermarket Type1,2683.174
791,DRF13,Low Fat,0.02984176,Soft Drinks,144.4444,OUT045,2002,Tier 2,Supermarket Type1,3628.61
792,NCU42,Low Fat,0.019502965,Household,169.4474,OUT035,2004,Tier 2,Supermarket Type1,4211.185
793,FDQ39,Low Fat,0.081168135,Meat,190.5846,OUT049,1999,Tier 1,Supermarket Type1,3630.6074
794,FDM58,Regular,0.080015028,Snack Foods,111.8544,OUT018,2009,Tier 3,Supermarket Type2,1677.816
795,FDT01,Regular,0.18520944,Canned,212.9902,OUT017,2007,Tier 2,Supermarket Type1,3185.853
796,FDT39,Regular,0.009887927,Meat,150.7366,OUT045,2002,Tier 2,Supermarket Type1,2418.1856
797,DRD24,Low Fat,0.030645958,Soft Drinks,141.7154,OUT027,1985,Tier 3,Supermarket Type3,2694.4926
798,FDK02,Low Fat,0.112399145,Canned,120.444,OUT049,1999,Tier 1,Supermarket Type1,1438.128
799,DRB24,Low Fat,0.020618957,Soft Drinks,153.0656,OUT045,2002,Tier 2,Supermarket Type1,4170.5712
800,FDW40,Regular,0.105573769,Frozen Foods,143.9812,OUT018,2009,Tier 3,Supermarket Type2,1139.8496
801,FDX03,Regular,0.060800116,Meat,44.4744,OUT027,1985,Tier 3,Supermarket Type3,769.6648
802,FDE45,Low Fat,0.040357315,Fruits and Vegetables,177.8002,OUT046,1997,Tier 1,Supermarket Type1,1611.9018
803,FDN33,Regular,0.123307177,Snack Foods,93.5436,OUT049,1999,Tier 1,Supermarket Type1,283.6308
804,DRI01,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,1997,Tier 1,Supermarket Type1,2586.633
805,FDH14,Regular,0.081955735,Canned,142.0838,OUT019,1985,Tier 1,Grocery Store,280.9676
806,FDI22,Low Fat,0.096132367,Snack Foods,208.9612,OUT013,1987,Tier 3,Supermarket Type1,4181.224
807,FDG57,Low Fat,0.072284689,Fruits and Vegetables,49.8034,OUT035,2004,Tier 2,Supermarket Type1,631.8442
808,FDU34,LF,0.074830794,Snack Foods,125.9046,OUT027,1985,Tier 3,Supermarket Type3,4482.1656
809,NCP17,Low Fat,0.027827268,Health and Hygiene,65.6168,OUT018,2009,Tier 3,Supermarket Type2,383.5008
810,FDT32,Regular,0.065621523,Fruits and Vegetables,186.5214,OUT035,2004,Tier 2,Supermarket Type1,5275.7992
811,FDU56,Low Fat,0.044377096,Fruits and Vegetables,185.8266,OUT013,1987,Tier 3,Supermarket Type1,1659.8394
812,FDS50,Low Fat,0.055545797,Dairy,220.5114,OUT045,2002,Tier 2,Supermarket Type1,5321.0736
813,FDR58,Low Fat,0.04200648,Snack Foods,92.6462,OUT045,2002,Tier 2,Supermarket Type1,1665.8316
814,FDG05,Regular,0.088025298,Frozen Foods,158.063,OUT045,2002,Tier 2,Supermarket Type1,2659.871
815,FDG14,reg,0.05060313,Canned,150.9024,OUT045,2002,Tier 2,Supermarket Type1,4402.2696
816,FDV01,Regular,0.085122855,Canned,155.4314,OUT045,2002,Tier 2,Supermarket Type1,3568.0222
817,FDK44,Low Fat,0.122204371,Fruits and Vegetables,173.5738,OUT035,2004,Tier 2,Supermarket Type1,1911.5118
818,FDA25,Regular,0.068112874,Canned,104.599,OUT035,2004,Tier 2,Supermarket Type1,2889.572
819,FDS23,Low Fat,0.141174838,Breads,127.0994,OUT045,2002,Tier 2,Supermarket Type1,2826.9868
820,FDZ22,Low Fat,0.045050674,Snack Foods,84.925,OUT027,1985,Tier 3,Supermarket Type3,1747.725
821,DRD15,Low Fat,0.056911107,Dairy,233.9642,OUT045,2002,Tier 2,Supermarket Type1,3717.8272
822,FDT21,Low Fat,0.0,Snack Foods,248.8092,OUT027,1985,Tier 3,Supermarket Type3,6474.2392
823,DRH11,Low Fat,0.075495088,Hard Drinks,55.3614,OUT013,1987,Tier 3,Supermarket Type1,497.3526
824,FDF47,Low Fat,0.097770004,Starchy Foods,222.8746,OUT049,1999,Tier 1,Supermarket Type1,3589.9936
825,FDK09,Low Fat,0.091745951,Snack Foods,229.0352,OUT035,2004,Tier 2,Supermarket Type1,2290.352
826,FDO09,Regular,0.125469442,Snack Foods,264.491,OUT049,1999,Tier 1,Supermarket Type1,6574.775
827,FDB22,Low Fat,0.111419588,Snack Foods,154.3998,OUT035,2004,Tier 2,Supermarket Type1,3383.5956
828,FDW24,Low Fat,0.03748996,Baking Goods,48.6034,OUT035,2004,Tier 2,Supermarket Type1,291.6204
829,FDQ03,Regular,0.136592891,Meat,238.0248,OUT019,1985,Tier 1,Grocery Store,711.0744
830,FDA19,Low Fat,0.055213208,Fruits and Vegetables,129.5994,OUT049,1999,Tier 1,Supermarket Type1,642.497
831,FDX46,Regular,0.058116758,Snack Foods,57.5562,OUT046,1997,Tier 1,Supermarket Type1,651.8182
832,FDS01,Low Fat,0.017845372,Canned,179.0686,OUT017,2007,Tier 2,Supermarket Type1,5688.5952
833,NCS53,Low Fat,0.089761211,Health and Hygiene,159.4604,OUT035,2004,Tier 2,Supermarket Type1,2376.906
834,FDC45,Low Fat,0.135075924,Fruits and Vegetables,170.3106,OUT027,1985,Tier 3,Supermarket Type3,3422.212
835,FDL45,Low Fat,0.037505332,Snack Foods,126.2704,OUT027,1985,Tier 3,Supermarket Type3,4255.7936
836,NCK54,Low Fat,0.029380407,Household,114.715,OUT027,1985,Tier 3,Supermarket Type3,1864.24
837,FDV14,Low Fat,0.044566659,Dairy,88.5856,OUT049,1999,Tier 1,Supermarket Type1,703.0848
838,FDV19,Regular,0.035257037,Fruits and Vegetables,161.2578,OUT046,1997,Tier 1,Supermarket Type1,4171.9028
839,FDV32,Low Fat,0.089210159,Fruits and Vegetables,64.251,OUT017,2007,Tier 2,Supermarket Type1,1328.271
840,FDE26,Low Fat,0.089005769,Canned,143.9786,OUT046,1997,Tier 1,Supermarket Type1,2745.0934
841,NCR30,Low Fat,0.071282168,Household,74.4696,OUT018,2009,Tier 3,Supermarket Type2,223.7088
842,FDV24,Low Fat,0.172856719,Baking Goods,148.205,OUT010,1998,Tier 3,Grocery Store,449.415
843,FDC10,Regular,0.073289899,Snack Foods,120.8098,OUT017,2007,Tier 2,Supermarket Type1,1325.6078
844,FDH05,Regular,0.090473389,Frozen Foods,229.7984,OUT027,1985,Tier 3,Supermarket Type3,6024.1584
845,DRF01,Low Fat,0.0,Soft Drinks,147.5102,OUT046,1997,Tier 1,Supermarket Type1,1166.4816
846,FDB11,Low Fat,0.060971431,Starchy Foods,226.2404,OUT045,2002,Tier 2,Supermarket Type1,4725.8484
847,NCA54,Low Fat,0.036611104,Household,180.9318,OUT013,1987,Tier 3,Supermarket Type1,3247.7724
848,FDV04,Regular,0.149890395,Frozen Foods,159.0288,OUT013,1987,Tier 3,Supermarket Type1,1257.0304
849,FDB28,Low Fat,0.093307668,Dairy,195.9426,OUT013,1987,Tier 3,Supermarket Type1,2570.6538
850,FDM32,Low Fat,0.020688969,Fruits and Vegetables,88.183,OUT018,2009,Tier 3,Supermarket Type2,719.064
851,DRL60,Low Fat,0.027101431,Soft Drinks,151.7682,OUT049,1999,Tier 1,Supermarket Type1,2439.4912
852,FDY03,Regular,0.075753207,Meat,111.1202,OUT027,1985,Tier 3,Supermarket Type3,3150.5656
853,FDK09,Low Fat,0.091763303,Snack Foods,228.5352,OUT046,1997,Tier 1,Supermarket Type1,1832.2816
854,FDK04,Low Fat,0.052418124,Frozen Foods,56.5588,OUT045,2002,Tier 2,Supermarket Type1,801.6232
855,FDU25,Low Fat,0.026552056,Canned,56.2246,OUT027,1985,Tier 3,Supermarket Type3,1737.738
856,DRG48,Low Fat,0.014555066,Soft Drinks,145.2102,OUT046,1997,Tier 1,Supermarket Type1,3062.0142
857,FDT10,Regular,0.062297249,Snack Foods,60.6562,OUT018,2009,Tier 3,Supermarket Type2,592.562
858,FDT26,Regular,0.067953506,Dairy,119.044,OUT046,1997,Tier 1,Supermarket Type1,2396.88
859,NCO42,Low Fat,0.024536199,Household,144.6102,OUT027,1985,Tier 3,Supermarket Type3,3791.0652
860,NCL55,Low Fat,0.06464846,Others,253.404,OUT035,2004,Tier 2,Supermarket Type1,4807.076
861,NCO05,Low Fat,0.046559448,Health and Hygiene,100.5384,OUT046,1997,Tier 1,Supermarket Type1,2463.46
862,DRJ47,Low Fat,0.04421348,Hard Drinks,173.408,OUT013,1987,Tier 3,Supermarket Type1,1038.648
863,DRH49,Low Fat,0.024756031,Soft Drinks,83.8592,OUT018,2009,Tier 3,Supermarket Type2,247.6776
864,DRJ13,Low Fat,0.063246037,Soft Drinks,159.2578,OUT017,2007,Tier 2,Supermarket Type1,2406.867
865,NCJ29,Low Fat,0.035247642,Health and Hygiene,84.7224,OUT049,1999,Tier 1,Supermarket Type1,1619.2256
866,DRB01,Low Fat,0.081841136,Soft Drinks,190.053,OUT027,1985,Tier 3,Supermarket Type3,569.259
867,FDD08,Low Fat,0.03532494,Fruits and Vegetables,38.9506,OUT013,1987,Tier 3,Supermarket Type1,721.0614
868,FDQ46,Low Fat,0.103726639,Snack Foods,110.6544,OUT013,1987,Tier 3,Supermarket Type1,1901.5248
869,FDS49,Low Fat,0.079794329,Canned,80.1644,OUT017,2007,Tier 2,Supermarket Type1,1178.466
870,NCA05,Low Fat,0.044000492,Health and Hygiene,148.2734,OUT019,1985,Tier 1,Grocery Store,296.9468
871,NCQ06,Low Fat,0.041909345,Household,255.0014,OUT045,2002,Tier 2,Supermarket Type1,5865.0322
872,FDG56,Regular,0.071106549,Fruits and Vegetables,60.5536,OUT027,1985,Tier 3,Supermarket Type3,2143.876
873,FDS33,Regular,0.123620492,Snack Foods,90.0514,OUT049,1999,Tier 1,Supermarket Type1,1505.3738
874,FDH16,Low Fat,0.052852621,Frozen Foods,88.783,OUT017,2007,Tier 2,Supermarket Type1,2067.309
875,FDX47,Regular,0.060587738,Breads,156.8288,OUT019,1985,Tier 1,Grocery Store,471.3864
876,FDK09,Low Fat,0.092282353,Snack Foods,227.2352,OUT017,2007,Tier 2,Supermarket Type1,4122.6336
877,FDM10,Low Fat,0.076089711,Snack Foods,212.9218,OUT049,1999,Tier 1,Supermarket Type1,3846.9924
878,FDH60,reg,0.08073703,Baking Goods,197.011,OUT046,1997,Tier 1,Supermarket Type1,3338.987
879,FDZ39,Regular,0.018061324,Meat,102.599,OUT045,2002,Tier 2,Supermarket Type1,2063.98
880,FDU21,Regular,0.134327613,Snack Foods,35.0558,OUT019,1985,Tier 1,Grocery Store,33.9558
881,FDZ43,Regular,0.057290978,Fruits and Vegetables,242.7512,OUT018,2009,Tier 3,Supermarket Type2,1938.8096
882,FDD09,Low Fat,0.021496403,Fruits and Vegetables,180.5976,OUT046,1997,Tier 1,Supermarket Type1,3078.6592
883,DRF36,Low Fat,0.023673342,Soft Drinks,189.0846,OUT018,2009,Tier 3,Supermarket Type2,5350.3688
884,NCM06,Low Fat,0.076156245,Household,156.4656,OUT017,2007,Tier 2,Supermarket Type1,2008.0528
885,DRE03,Low Fat,0.024276035,Dairy,45.3718,OUT045,2002,Tier 2,Supermarket Type1,614.5334
886,FDQ08,Regular,0.01903743,Fruits and Vegetables,60.5536,OUT017,2007,Tier 2,Supermarket Type1,490.0288
887,FDE32,Low Fat,0.04903471,Fruits and Vegetables,39.9506,OUT017,2007,Tier 2,Supermarket Type1,872.8638
888,FDZ20,Low Fat,0.034376537,Fruits and Vegetables,256.1356,OUT045,2002,Tier 2,Supermarket Type1,6358.39
889,FDQ22,Low Fat,0.029799965,Snack Foods,39.1822,OUT045,2002,Tier 2,Supermarket Type1,314.2576
890,DRD25,Low Fat,0.078957122,Soft Drinks,111.986,OUT035,2004,Tier 2,Supermarket Type1,1697.79
891,FDY25,Low Fat,0.034166609,Canned,181.2976,OUT017,2007,Tier 2,Supermarket Type1,5070.7328
892,NCK53,Low Fat,0.037581243,Health and Hygiene,98.9042,OUT046,1997,Tier 1,Supermarket Type1,1488.063
893,FDX37,Low Fat,0.063385859,Canned,98.17,OUT017,2007,Tier 2,Supermarket Type1,2696.49
894,FDB17,Low Fat,0.061381589,Frozen Foods,179.9976,OUT010,1998,Tier 3,Grocery Store,181.0976
895,FDA47,Regular,0.0,Baking Goods,162.421,OUT045,2002,Tier 2,Supermarket Type1,1304.968
896,NCR38,Low Fat,0.19875618,Household,250.7724,OUT019,1985,Tier 1,Grocery Store,251.6724
897,FDR27,Regular,0.096249842,Meat,134.4942,OUT049,1999,Tier 1,Supermarket Type1,2119.9072
898,NCU06,Low Fat,0.13027716,Household,228.001,OUT019,1985,Tier 1,Grocery Store,1148.505
899,DRG13,Low Fat,0.037337632,Soft Drinks,163.7526,OUT018,2009,Tier 3,Supermarket Type2,3289.052
900,FDR04,Low Fat,0.022694623,Frozen Foods,98.8068,OUT017,2007,Tier 2,Supermarket Type1,2527.3768
901,FDP52,Regular,0.070979698,Frozen Foods,229.501,OUT018,2009,Tier 3,Supermarket Type2,1607.907
902,FDY59,Low Fat,0.0,Baking Goods,93.1462,OUT018,2009,Tier 3,Supermarket Type2,647.8234
903,FDL48,Regular,0.137697119,Baking Goods,47.1034,OUT010,1998,Tier 3,Grocery Store,145.8102
904,FDG33,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Tier 3,Supermarket Type3,3435.528
905,FDW46,Regular,0.070699313,Snack Foods,65.7484,OUT017,2007,Tier 2,Supermarket Type1,1174.4712
906,FDQ27,Regular,0.077480627,Meat,101.399,OUT019,1985,Tier 1,Grocery Store,206.398
907,FDW57,reg,0.116148596,Snack Foods,176.0028,OUT018,2009,Tier 3,Supermarket Type2,4427.57
908,FDN24,Low Fat,0.11326743,Baking Goods,54.5956,OUT046,1997,Tier 1,Supermarket Type1,1037.3164
909,FDO40,Low Fat,0.032761024,Frozen Foods,148.8392,OUT018,2009,Tier 3,Supermarket Type2,2087.9488
910,NCP05,Low Fat,0.025281802,Health and Hygiene,152.0024,OUT035,2004,Tier 2,Supermarket Type1,2884.2456
911,DRJ59,Low Fat,0.0,Hard Drinks,39.0164,OUT027,1985,Tier 3,Supermarket Type3,1042.6428
912,FDC33,Regular,0.068880971,Fruits and Vegetables,195.3768,OUT013,1987,Tier 3,Supermarket Type1,2759.0752
913,FDN32,Low Fat,0.015623754,Fruits and Vegetables,182.6266,OUT018,2009,Tier 3,Supermarket Type2,3135.2522
914,NCX30,Low Fat,0.026598474,Household,245.8776,OUT013,1987,Tier 3,Supermarket Type1,4210.5192
915,FDS11,Regular,0.055558509,Breads,224.7088,OUT046,1997,Tier 1,Supermarket Type1,3131.9232
916,FDD51,low fat,0.210021713,Dairy,44.2744,OUT019,1985,Tier 1,Grocery Store,90.5488
917,FDV45,Low Fat,0.045138797,Snack Foods,187.9556,OUT045,2002,Tier 2,Supermarket Type1,2816.334
918,FDW09,reg,0.025899245,Snack Foods,81.1302,OUT013,1987,Tier 3,Supermarket Type1,792.302
919,DRJ51,Low Fat,0.088172355,Dairy,232.2668,OUT045,2002,Tier 2,Supermarket Type1,4146.6024
920,DRI47,Low Fat,0.021005399,Hard Drinks,144.5128,OUT018,2009,Tier 3,Supermarket Type2,2588.6304
921,FDD10,reg,0.046208155,Snack Foods,178.0344,OUT018,2009,Tier 3,Supermarket Type2,1605.9096
922,DRF13,Low Fat,0.029902679,Soft Drinks,144.3444,OUT018,2009,Tier 3,Supermarket Type2,1161.1552
923,DRM23,Low Fat,0.136286138,Hard Drinks,171.4422,OUT018,2009,Tier 3,Supermarket Type2,2241.7486
924,FDU07,Low Fat,0.059835659,Fruits and Vegetables,151.3366,OUT035,2004,Tier 2,Supermarket Type1,3022.732
925,NCO55,LF,0.091408076,Others,108.9938,OUT018,2009,Tier 3,Supermarket Type2,1071.938
926,FDM51,Regular,0.025904648,Meat,102.4674,OUT013,1987,Tier 3,Supermarket Type1,2037.348
927,FDR37,Regular,0.066249551,Breakfast,183.3292,OUT046,1997,Tier 1,Supermarket Type1,2006.7212
928,FDB23,reg,0.005583951,Starchy Foods,226.9062,OUT013,1987,Tier 3,Supermarket Type1,4514.124
929,NCA41,Low Fat,0.032580547,Health and Hygiene,192.1162,OUT035,2004,Tier 2,Supermarket Type1,3848.324
930,FDF41,Low Fat,0.130544568,Frozen Foods,248.046,OUT027,1985,Tier 3,Supermarket Type3,7883.072
931,FDW28,Low Fat,0.089186083,Frozen Foods,194.3452,OUT018,2009,Tier 3,Supermarket Type2,4502.1396
932,FDZ40,Low Fat,0.040410039,Frozen Foods,52.9298,OUT017,2007,Tier 2,Supermarket Type1,539.298
933,FDZ59,Regular,0.103517853,Baking Goods,164.95,OUT027,1985,Tier 3,Supermarket Type3,4161.25
934,FDJ57,Regular,0.036109859,Seafood,186.5582,OUT010,1998,Tier 3,Grocery Store,185.7582
935,NCQ30,Low Fat,0.029131242,Household,123.8414,OUT045,2002,Tier 2,Supermarket Type1,487.3656
936,NCD06,Low Fat,0.099325278,Household,45.406,OUT046,1997,Tier 1,Supermarket Type1,605.878
937,FDK21,Low Fat,0.010003987,Snack Foods,250.7408,OUT013,1987,Tier 3,Supermarket Type1,5757.8384
938,FDG53,Low Fat,0.076755106,Frozen Foods,141.618,OUT010,1998,Tier 3,Grocery Store,139.818
939,FDH17,Regular,0.016679232,Frozen Foods,96.3726,OUT049,1999,Tier 1,Supermarket Type1,2740.4328
940,FDV48,Regular,0.051827123,Baking Goods,77.4644,OUT018,2009,Tier 3,Supermarket Type2,1414.1592
941,NCO07,Low Fat,0.017116983,Others,211.956,OUT019,1985,Tier 1,Grocery Store,213.056
942,FDT20,LF,0.041387618,Fruits and Vegetables,40.1164,OUT035,2004,Tier 2,Supermarket Type1,849.5608
943,NCK19,Low Fat,0.090649107,Others,194.3478,OUT045,2002,Tier 2,Supermarket Type1,4649.9472
944,DRF01,Low Fat,0.175352413,Soft Drinks,147.4102,OUT049,1999,Tier 1,Supermarket Type1,2478.7734
945,NCI31,Low Fat,0.08131178,Others,37.819,OUT035,2004,Tier 2,Supermarket Type1,439.428
946,FDU04,Low Fat,0.005547386,Frozen Foods,121.5414,OUT035,2004,Tier 2,Supermarket Type1,1340.2554
947,FDT04,Low Fat,0.0,Frozen Foods,40.8822,OUT018,2009,Tier 3,Supermarket Type2,628.5152
948,FDM22,Regular,0.041949832,Snack Foods,54.064,OUT035,2004,Tier 2,Supermarket Type1,1118.544
949,NCY41,Low Fat,0.126765903,Health and Hygiene,35.7532,OUT010,1998,Tier 3,Grocery Store,143.8128
950,FDK48,Low Fat,0.037708542,Baking Goods,74.7354,OUT045,2002,Tier 2,Supermarket Type1,1128.531
951,FDR60,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,1997,Tier 1,Supermarket Type1,1158.492
952,FDX59,Low Fat,0.051618281,Breads,31.9558,OUT013,1987,Tier 3,Supermarket Type1,373.5138
953,FDS01,Low Fat,0.017780986,Canned,177.3686,OUT045,2002,Tier 2,Supermarket Type1,1777.686
954,NCG07,Low Fat,0.052492122,Household,191.053,OUT035,2004,Tier 2,Supermarket Type1,3415.554
955,FDU20,Regular,0.021501067,Fruits and Vegetables,122.2098,OUT045,2002,Tier 2,Supermarket Type1,2771.7254
956,FDP21,Regular,0.0258457,Snack Foods,188.9872,OUT018,2009,Tier 3,Supermarket Type2,2458.1336
957,DRD12,Low Fat,0.0,Soft Drinks,89.4146,OUT027,1985,Tier 3,Supermarket Type3,2645.2234
958,NCR18,Low Fat,0.020388413,Household,44.4112,OUT027,1985,Tier 3,Supermarket Type3,767.0016
959,FDP24,Low Fat,0.083172413,Baking Goods,121.0756,OUT045,2002,Tier 2,Supermarket Type1,1696.4584
960,FDX31,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,1985,Tier 3,Supermarket Type3,5375.0034
961,NCM18,Low Fat,0.082970667,Household,60.0194,OUT049,1999,Tier 1,Supermarket Type1,1114.5492
962,FDZ55,Low Fat,0.025552424,Fruits and Vegetables,158.492,OUT017,2007,Tier 2,Supermarket Type1,3994.8
963,FDU26,Regular,0.042412572,Dairy,119.0782,OUT027,1985,Tier 3,Supermarket Type3,1549.3166
964,FDP31,Regular,0.162418495,Fruits and Vegetables,64.9168,OUT017,2007,Tier 2,Supermarket Type1,639.168
965,FDN48,Low Fat,0.064938448,Baking Goods,90.0804,OUT035,2004,Tier 2,Supermarket Type1,1561.9668
966,FDK51,Low Fat,0.005230786,Dairy,265.1884,OUT013,1987,Tier 3,Supermarket Type1,5034.7796
967,FDR15,Regular,0.033431669,Meat,153.1314,OUT035,2004,Tier 2,Supermarket Type1,4653.942
968,FDP56,Low Fat,0.046259036,Fruits and Vegetables,47.4692,OUT027,1985,Tier 3,Supermarket Type3,1576.6144
969,FDM10,Low Fat,0.075603699,Snack Foods,215.1218,OUT027,1985,Tier 3,Supermarket Type3,3205.827
970,FDN56,Regular,0.107057186,Fruits and Vegetables,144.9786,OUT046,1997,Tier 1,Supermarket Type1,2022.7004
971,FDV37,Regular,0.083643716,Canned,196.0426,OUT049,1999,Tier 1,Supermarket Type1,2570.6538
972,FDF21,Regular,0.0,Fruits and Vegetables,189.053,OUT045,2002,Tier 2,Supermarket Type1,5313.084
973,NCJ43,Low Fat,0.045308629,Household,173.1396,OUT010,1998,Tier 3,Grocery Store,348.8792
974,DRL37,Low Fat,0.053455158,Soft Drinks,43.677,OUT049,1999,Tier 1,Supermarket Type1,562.601
975,FDJ20,Regular,0.100378096,Fruits and Vegetables,122.4388,OUT045,2002,Tier 2,Supermarket Type1,1238.388
976,FDH04,Regular,0.019912606,Frozen Foods,91.0488,OUT019,1985,Tier 1,Grocery Store,271.6464
977,FDQ21,low fat,0.019407069,Snack Foods,119.3756,OUT013,1987,Tier 3,Supermarket Type1,3271.7412
978,NCT17,Low Fat,0.042102658,Health and Hygiene,189.7214,OUT017,2007,Tier 2,Supermarket Type1,1695.7926
979,FDU14,Low Fat,0.034752647,Dairy,248.775,OUT046,1997,Tier 1,Supermarket Type1,3745.125
980,FDX21,Low Fat,0.085138334,Snack Foods,108.6912,OUT045,2002,Tier 2,Supermarket Type1,1310.2944
981,NCB30,Low Fat,0.045002624,Household,196.5084,OUT019,1985,Tier 1,Grocery Store,198.4084
982,FDD46,LF,0.141542481,Snack Foods,153.1998,OUT045,2002,Tier 2,Supermarket Type1,1537.998
983,FDA43,Low Fat,0.064621927,Fruits and Vegetables,196.6794,OUT013,1987,Tier 3,Supermarket Type1,1170.4764
984,FDM01,Regular,0.094109236,Breakfast,102.9332,OUT027,1985,Tier 3,Supermarket Type3,3691.1952
985,FDZ39,Regular,0.018126724,Meat,101.799,OUT017,2007,Tier 2,Supermarket Type1,1135.189
986,FDM01,Regular,0.094488485,Breakfast,100.7332,OUT013,1987,Tier 3,Supermarket Type1,1230.3984
987,FDB60,Low Fat,0.028638276,Baking Goods,195.8136,OUT018,2009,Tier 3,Supermarket Type2,2138.5496
988,FDK41,LF,0.126924095,Frozen Foods,87.2224,OUT027,1985,Tier 3,Supermarket Type3,3494.1184
989,FDG44,Low Fat,0.0,Fruits and Vegetables,54.1298,OUT046,1997,Tier 1,Supermarket Type1,1348.245
990,FDT23,Regular,0.074883035,Breads,79.8986,OUT045,2002,Tier 2,Supermarket Type1,1090.5804
991,FDF52,Low Fat,0.0,Frozen Foods,182.9292,OUT017,2007,Tier 2,Supermarket Type1,4013.4424
992,FDH24,Low Fat,0.021431134,Baking Goods,157.0288,OUT046,1997,Tier 1,Supermarket Type1,2199.8032
993,NCL31,Low Fat,0.120961347,Others,143.847,OUT017,2007,Tier 2,Supermarket Type1,4866.998
994,FDZ60,Low Fat,0.119547387,Baking Goods,108.9596,OUT049,1999,Tier 1,Supermarket Type1,539.298
995,FDK33,Low Fat,0.011281018,Snack Foods,213.756,OUT018,2009,Tier 3,Supermarket Type2,3408.896
996,FDE34,Low Fat,0.107870997,Snack Foods,181.2634,OUT035,2004,Tier 2,Supermarket Type1,2362.9242
997,FDG16,Low Fat,0.090324849,Frozen Foods,214.4192,OUT017,2007,Tier 2,Supermarket Type1,4961.5416
998,FDD14,Low Fat,0.170500183,Canned,184.1266,OUT018,2009,Tier 3,Supermarket Type2,1659.8394
999,FDP60,Low Fat,0.055908268,Baking Goods,99.8016,OUT035,2004,Tier 2,Supermarket Type1,607.2096
1000,FDT22,Low Fat,0.112271498,Snack Foods,58.222,OUT049,1999,Tier 1,Supermarket Type1,659.142
1001,FDP32,Low Fat,0.087805788,Fruits and Vegetables,126.7678,OUT049,1999,Tier 1,Supermarket Type1,1907.517
1002,FDW45,Low Fat,0.038978526,Snack Foods,148.6418,OUT013,1987,Tier 3,Supermarket Type1,2795.6942
1003,NCX18,Low Fat,0.008829806,Household,196.811,OUT018,2009,Tier 3,Supermarket Type2,4517.453
1004,FDS45,Regular,0.029616108,Snack Foods,107.7622,OUT018,2009,Tier 3,Supermarket Type2,2011.3818
1005,FDT09,Regular,0.021471456,Snack Foods,131.0284,OUT019,1985,Tier 1,Grocery Store,131.8284
1006,NCF55,LF,0.021666335,Household,33.3874,OUT046,1997,Tier 1,Supermarket Type1,1235.059
1007,DRD37,Low Fat,0.013830218,Soft Drinks,45.306,OUT013,1987,Tier 3,Supermarket Type1,1304.968
1008,FDU44,Regular,0.058516562,Fruits and Vegetables,164.1552,OUT049,1999,Tier 1,Supermarket Type1,5198.5664
